case_id,open_date,close_date,days_to_close,severity,product_area,issue_type,complexity,effort_level,escalation_flag,reopen_flag,agent_type,lifecycle_stage_touched,handoff_time_hours,num_actions,automation_success,first_response_time_hours,resolution_accuracy,csat_score,sla_target_days,sla_met,repeat_contact_flag,kb_article_used,kb_coverage_score,engineer_workload,queue_depth
CASE-100858,2024-10-12T13:00:00.000Z,2024-10-23T07:02:01.330Z,10.75,Sev-B,Compute,How-To,Medium,Medium,false,false,None,,,3,,7.8,0.75,3.9,8,false,true,false,0.42,19,25
CASE-100859,2024-12-03T12:00:00.000Z,2024-12-22T13:14:02.099Z,19.05,Sev-C,Data Platform,Bug,High,Low,false,false,None,,,1,,9.2,0.92,4.2,12,false,false,false,0.29,5,43
CASE-100860,2024-08-06T19:00:00.000Z,2024-08-28T03:15:50.422Z,21.34,Sev-C,Collaboration,Configuration,High,Medium,false,false,None,,,2,,4.1,0.73,4.1,12,false,false,true,0.69,10,16
CASE-100861,2024-02-23T15:00:00.000Z,2024-02-28T11:13:13.277Z,4.84,Sev-B,Collaboration,Feature Gap,Medium,Low,false,false,Scoping,Creation,2.8,6,true,7,0.94,5,8,true,false,true,0.48,8,22
CASE-100862,2025-03-23T16:00:00.000Z,2025-03-28T12:54:38.963Z,4.87,Sev-B,Storage,How-To,Medium,Low,false,false,CaseHealth,Scoping/Troubleshooting,9.4,7,true,4.3,0.82,4.5,8,true,false,true,0.78,22,27
CASE-100863,2025-05-01T12:00:00.000Z,2025-05-21T03:40:16.615Z,19.65,Sev-C,Security,Feature Gap,Medium,Medium,false,false,Scoping,Closure,3.9,5,true,3.2,0.93,4.6,12,false,false,true,0.86,6,8
CASE-100864,2024-03-07T23:00:00.000Z,2024-03-20T06:20:38.381Z,12.31,Sev-C,Compute,Outage,Medium,Low,false,false,Knowledge,Closure,8.7,3,true,4.3,1,4.9,12,false,false,false,0.55,21,33
CASE-100865,2024-07-09T06:00:00.000Z,2024-07-21T13:52:52.984Z,12.33,Sev-D,Networking,Configuration,Low,Low,false,false,None,,,2,,4.5,0.88,4.1,18,true,false,false,0.42,14,44
CASE-100866,2025-05-06T03:00:00.000Z,2025-05-21T02:29:20.769Z,14.98,Sev-C,Collaboration,Bug,Medium,Medium,false,false,None,,,2,,8.7,0.9,3.8,12,false,false,true,0.53,6,8
CASE-100867,2024-10-03T00:00:00.000Z,2024-10-08T20:38:39.245Z,5.86,Sev-A,Compute,How-To,Low,Medium,false,false,None,,,2,,4,0.97,4.4,5,false,false,true,0.81,3,53
CASE-100868,2025-01-25T05:00:00.000Z,2025-02-17T13:08:06.803Z,23.34,Sev-D,Security,Feature Gap,Medium,High,false,false,Routing,Creation,3,2,false,3.8,0.72,2.8,18,false,false,false,0.46,12,39
CASE-100869,2024-09-06T05:00:00.000Z,2024-09-11T19:09:18.618Z,5.59,Sev-B,Compute,How-To,High,Low,false,false,Scoping,Closure,5.9,6,false,3.7,0.83,4.4,8,true,true,false,0.21,22,26
CASE-100870,2024-11-17T02:00:00.000Z,2024-11-23T11:55:54.075Z,6.41,Sev-A,Networking,Configuration,Medium,Medium,false,false,Knowledge,Closure,4.8,5,true,1.8,0.88,4.4,5,false,false,true,0.8,8,62
CASE-100871,2024-03-18T16:00:00.000Z,2024-04-01T12:08:12.855Z,13.84,Sev-D,Storage,Outage,Medium,Medium,false,false,Blended,Creation,13.7,5,true,5,0.74,3.9,18,true,false,true,0.93,16,5
CASE-100872,2025-01-11T16:00:00.000Z,2025-01-23T15:35:45.738Z,11.98,Sev-C,Data Platform,How-To,Low,Medium,false,false,CaseHealth,Scoping/Troubleshooting,13.5,3,true,6.5,1,4.1,12,true,false,false,0.52,14,29
CASE-100873,2025-04-23T17:00:00.000Z,2025-05-06T14:29:49.015Z,12.9,Sev-D,Networking,Feature Gap,Low,Low,false,false,None,,,2,,11,0.66,2.7,18,true,false,true,0.64,9,20
CASE-100874,2024-11-15T16:00:00.000Z,2024-11-26T07:54:46.430Z,10.66,Sev-C,Data Platform,How-To,Medium,Low,false,false,Knowledge,Creation,4.2,2,true,3.5,0.98,3.9,12,true,false,false,0.69,22,34
CASE-100875,2024-10-28T13:00:00.000Z,2024-11-20T02:48:43.037Z,22.58,Sev-C,Data Platform,Bug,High,High,false,false,Knowledge,Closure,6.2,6,true,5.1,0.91,4.2,12,false,false,true,0.89,10,66
CASE-100876,2024-06-30T03:00:00.000Z,2024-07-13T12:15:03.232Z,13.39,Sev-B,Networking,Feature Gap,Medium,Medium,false,false,None,,,1,,4.2,1,3.8,8,false,false,false,0.42,6,40
CASE-100877,2024-04-18T08:00:00.000Z,2024-05-01T02:36:46.633Z,12.78,Sev-B,Compute,Configuration,Low,High,false,false,None,,,1,,8.5,1,4.1,8,false,false,false,0.55,23,32
CASE-100878,2024-11-20T06:00:00.000Z,2024-12-09T05:01:44.694Z,18.96,Sev-C,Security,Bug,High,Low,false,false,None,,,1,,6.5,0.85,3.2,12,false,false,false,0.19,18,19
CASE-100879,2024-11-05T03:00:00.000Z,2024-11-19T20:24:30.278Z,14.73,Sev-C,Collaboration,Configuration,Medium,Low,false,false,Knowledge,Closure,10.1,2,false,1.6,0.67,2.6,12,false,false,true,0.83,18,50
CASE-100880,2025-01-23T21:00:00.000Z,2025-02-01T16:33:32.009Z,8.81,Sev-B,Identity,Performance,Medium,Low,false,false,None,,,2,,5.7,0.84,5,8,false,false,false,0.39,4,32
CASE-100881,2025-01-18T21:00:00.000Z,2025-01-27T00:28:58.470Z,8.15,Sev-A,Storage,Performance,Low,High,false,true,Routing,Creation,2.3,2,true,4.3,0.71,4.2,5,false,false,true,0.73,17,50
CASE-100882,2024-03-24T21:00:00.000Z,2024-04-12T15:36:56.829Z,18.78,Sev-C,Collaboration,Performance,Medium,High,false,true,None,,,2,,5.5,0.86,3.2,12,false,false,false,0.54,22,38
CASE-100883,2024-12-26T15:00:00.000Z,2025-01-15T12:43:32.768Z,19.91,Sev-A,Compute,Bug,High,High,false,false,Knowledge,Scoping/Troubleshooting,4.2,8,true,2.6,1,4.5,5,false,false,false,0.33,13,77
CASE-100884,2024-01-13T01:00:00.000Z,2024-01-28T02:38:48.218Z,15.07,Sev-D,Compute,Feature Gap,Low,Medium,false,false,Knowledge,Scoping/Troubleshooting,4.3,4,true,2.9,0.84,5,18,true,false,true,0.91,15,52
CASE-100885,2024-01-01T08:00:00.000Z,2024-01-14T20:34:59.931Z,13.52,Sev-D,Security,Feature Gap,Low,Medium,true,false,Routing,Scoping/Troubleshooting,8.5,2,true,0.2,0.86,3,18,true,false,true,0.64,12,17
CASE-100886,2024-06-12T06:00:00.000Z,2024-06-24T20:54:17.271Z,12.62,Sev-B,Compute,Performance,Medium,Medium,true,false,Routing,Scoping/Troubleshooting,7.2,4,true,2,0.92,3.7,8,false,false,false,0.15,18,55
CASE-100887,2024-06-05T13:00:00.000Z,2024-06-08T03:41:50.537Z,2.61,Sev-A,Identity,Outage,Low,High,false,true,Blended,Creation,6.2,5,true,5.6,0.9,4.4,5,true,false,true,0.63,8,34
CASE-100888,2024-02-10T23:00:00.000Z,2024-02-28T03:53:06.820Z,17.2,Sev-D,Data Platform,Feature Gap,Medium,Low,false,false,CaseHealth,Closure,6.4,4,true,3.9,0.84,3.8,18,true,false,true,0.96,8,10
CASE-100889,2024-01-04T14:00:00.000Z,2024-01-21T17:32:55.466Z,17.15,Sev-D,Storage,Configuration,Low,High,false,false,Scoping,Closure,10.5,8,true,0.3,0.9,5,18,true,false,false,0.39,24,75
CASE-100890,2024-04-06T16:00:00.000Z,2024-04-23T11:18:18.591Z,16.8,Sev-C,Networking,Performance,Medium,Medium,false,false,None,,,3,,6.1,0.84,3.1,12,false,false,false,0.37,18,72
CASE-100891,2025-04-06T13:00:00.000Z,2025-04-26T16:49:16.486Z,20.16,Sev-D,Networking,Bug,Medium,Medium,true,false,Scoping,Closure,10.3,7,true,6.2,0.89,4,18,false,false,false,0.29,6,19
CASE-100892,2024-03-06T12:00:00.000Z,2024-03-21T22:58:46.786Z,15.46,Sev-B,Compute,Configuration,Low,High,false,false,None,,,1,,7.3,0.82,4.2,8,false,false,false,0.51,13,53
CASE-100893,2024-06-18T02:00:00.000Z,2024-07-10T05:09:59.253Z,22.13,Sev-D,Data Platform,Outage,High,High,false,false,Scoping,Creation,3.4,5,true,6,0.99,5,18,false,false,true,0.88,10,13
CASE-100894,2024-05-10T05:00:00.000Z,2024-05-14T10:12:40.839Z,4.22,Sev-B,Security,Bug,Low,Low,false,true,Routing,Scoping/Troubleshooting,12.4,3,true,3.8,1,5,8,true,false,false,0.41,8,60
CASE-100895,2024-08-25T06:00:00.000Z,2024-08-31T21:59:10.954Z,6.67,Sev-C,Compute,Feature Gap,Low,Low,false,false,Scoping,Scoping/Troubleshooting,4.7,5,true,5,0.98,4.9,12,true,false,false,0.53,10,41
CASE-100896,2024-04-14T04:00:00.000Z,2024-04-23T12:09:40.961Z,9.34,Sev-B,Storage,Feature Gap,Medium,High,false,false,CaseHealth,Scoping/Troubleshooting,7.7,5,true,3.2,0.81,5,8,false,false,false,0.37,19,8
CASE-100897,2025-04-19T17:00:00.000Z,2025-05-09T08:06:18.169Z,19.63,Sev-C,Storage,Feature Gap,High,Medium,false,false,None,,,3,,10.4,0.88,4.4,12,false,false,true,0.71,15,75
CASE-100898,2025-01-24T17:00:00.000Z,2025-01-31T08:12:21.027Z,6.63,Sev-A,Security,How-To,Medium,Medium,true,false,Knowledge,Scoping/Troubleshooting,8.2,4,true,0.2,0.94,4.2,5,false,false,false,0.45,16,42
CASE-100899,2024-03-24T07:00:00.000Z,2024-04-03T07:44:36.537Z,10.03,Sev-B,Collaboration,Performance,Low,Medium,false,false,Routing,Creation,8.3,6,false,7,0.63,3.7,8,false,true,true,0.81,15,35
CASE-100900,2024-08-12T14:00:00.000Z,2024-08-29T12:42:29.406Z,16.95,Sev-B,Identity,Outage,Medium,High,false,false,None,,,2,,8.9,0.8,3.3,8,false,false,false,0.5,12,29
CASE-100901,2025-05-14T04:00:00.000Z,2025-05-22T10:58:23.078Z,8.29,Sev-B,Security,How-To,Medium,Medium,false,false,Scoping,Scoping/Troubleshooting,3.6,6,true,4.1,0.81,3.9,8,false,false,false,0.35,8,38
CASE-100902,2025-01-27T20:00:00.000Z,2025-02-07T21:46:38.128Z,11.07,Sev-B,Collaboration,Feature Gap,Medium,Medium,false,false,None,,,1,,3,0.77,3.5,8,false,false,true,0.76,19,9
CASE-100903,2024-04-03T20:00:00.000Z,2024-04-04T08:00:00.000Z,0.5,Sev-A,Compute,How-To,Low,Low,false,false,Blended,Scoping/Troubleshooting,4.9,5,false,4.2,0.66,3.3,5,true,true,true,0.86,13,67
CASE-100904,2025-02-20T07:00:00.000Z,2025-02-22T20:44:03.945Z,2.57,Sev-A,Security,Feature Gap,Low,Low,false,false,Routing,Closure,6.4,5,true,3.1,0.87,4.5,5,true,false,false,0.37,17,20
CASE-100905,2024-11-15T06:00:00.000Z,2024-11-21T01:48:47.529Z,5.83,Sev-C,Compute,Bug,Low,Low,false,false,Blended,Creation,10.8,3,true,5.2,0.79,4,12,true,false,true,0.8,16,23
CASE-100906,2024-07-12T18:00:00.000Z,2024-08-03T21:04:56.687Z,22.13,Sev-D,Compute,Bug,High,High,false,false,Blended,Closure,3.4,7,true,8.1,0.94,3.7,18,false,false,false,0.22,15,74
CASE-100907,2024-08-10T10:00:00.000Z,2024-08-18T20:25:51.003Z,8.43,Sev-B,Networking,Performance,Low,Low,false,false,None,,,2,,9.9,0.87,4.5,8,false,false,true,0.58,14,54
CASE-100908,2025-03-16T07:00:00.000Z,2025-03-20T06:24:05.361Z,3.98,Sev-B,Compute,Feature Gap,Low,Medium,false,false,Scoping,Scoping/Troubleshooting,3.4,4,true,2.9,0.96,3.6,8,true,false,false,0.55,11,63
CASE-100909,2024-12-24T21:00:00.000Z,2025-01-11T03:33:33.225Z,17.27,Sev-B,Networking,Configuration,High,Medium,false,false,CaseHealth,Scoping/Troubleshooting,6.7,7,true,4.5,1,4.4,8,false,false,false,0.39,15,50
CASE-100910,2025-03-04T03:00:00.000Z,2025-03-15T01:56:54.246Z,10.96,Sev-C,Collaboration,Configuration,Medium,Low,false,false,CaseHealth,Scoping/Troubleshooting,5.6,8,true,2.9,0.92,4.4,12,true,false,false,0.57,18,19
CASE-100911,2024-12-19T16:00:00.000Z,2024-12-30T01:16:05.577Z,10.39,Sev-B,Networking,How-To,Medium,Medium,false,false,Scoping,Creation,16.8,7,true,4,0.85,4.2,8,false,false,true,0.83,23,74
CASE-100912,2025-01-04T15:00:00.000Z,2025-01-10T11:07:57.482Z,5.84,Sev-C,Storage,Outage,Low,Low,true,false,Scoping,Closure,5.4,8,false,0.2,0.66,3.4,12,true,false,false,0.4,13,69
CASE-100913,2024-09-15T22:00:00.000Z,2024-09-25T19:48:22.728Z,9.91,Sev-A,Identity,How-To,Medium,Medium,false,false,None,,,2,,6.8,0.88,4.4,5,false,false,true,0.83,8,23
CASE-100914,2024-06-18T01:00:00.000Z,2024-07-01T06:30:36.794Z,13.23,Sev-B,Collaboration,Feature Gap,Medium,High,false,false,Knowledge,Closure,7.1,3,true,1.9,0.92,5,8,false,false,true,0.92,6,51
CASE-100915,2024-03-25T01:00:00.000Z,2024-04-11T23:43:54.345Z,17.95,Sev-D,Identity,How-To,Medium,Medium,false,false,Routing,Scoping/Troubleshooting,4.5,4,false,4.9,0.8,3.9,18,true,false,false,0.31,7,25
CASE-100916,2024-07-31T23:00:00.000Z,2024-08-01T11:27:53.949Z,0.52,Sev-A,Collaboration,Feature Gap,Medium,Medium,false,false,Blended,Creation,9.9,2,true,3.5,0.87,4.3,5,true,false,true,0.78,3,28
CASE-100917,2024-12-06T18:00:00.000Z,2024-12-24T21:20:39.224Z,18.14,Sev-D,Data Platform,Outage,Medium,Low,false,true,Routing,Creation,5.6,6,false,3.5,0.67,3.9,18,false,false,false,0.34,14,59
CASE-100918,2024-10-02T03:00:00.000Z,2024-10-16T15:27:39.540Z,14.52,Sev-C,Security,Outage,Low,High,false,false,None,,,1,,9.8,0.69,3.4,12,false,false,true,1,15,63
CASE-100919,2024-03-21T16:00:00.000Z,2024-03-25T07:03:03.323Z,3.63,Sev-A,Collaboration,Feature Gap,High,Low,false,false,Blended,Scoping/Troubleshooting,7.8,8,true,4.2,0.77,4.7,5,true,false,true,0.81,4,13
CASE-100920,2024-08-19T22:00:00.000Z,2024-08-31T13:58:56.418Z,11.67,Sev-C,Storage,Feature Gap,Medium,Low,false,false,Blended,Closure,11.1,6,true,4.8,0.92,4.1,12,true,false,true,0.52,20,43
CASE-100921,2024-07-03T17:00:00.000Z,2024-07-19T17:58:13.404Z,16.04,Sev-B,Compute,Outage,High,Low,false,false,Routing,Scoping/Troubleshooting,1.9,7,true,9.6,1,4.3,8,false,false,false,0.4,10,7
CASE-100922,2024-12-30T16:00:00.000Z,2025-01-16T04:34:45.531Z,16.52,Sev-D,Data Platform,Feature Gap,Medium,Medium,false,false,CaseHealth,Closure,5.4,3,true,6.8,0.92,5,18,true,false,true,0.64,11,40
CASE-100923,2024-02-06T09:00:00.000Z,2024-02-23T10:33:48.553Z,17.07,Sev-C,Identity,How-To,Medium,Low,false,false,None,,,1,,4.1,0.67,2.9,12,false,false,false,0.53,6,53
CASE-100924,2024-11-17T05:00:00.000Z,2024-12-01T13:25:50.665Z,14.35,Sev-D,Collaboration,Performance,Low,Medium,false,false,CaseHealth,Scoping/Troubleshooting,11.1,2,true,4.9,0.8,3.1,18,true,false,false,0.47,21,70
CASE-100925,2024-01-16T10:00:00.000Z,2024-01-16T22:00:00.000Z,0.5,Sev-C,Security,Feature Gap,Low,Low,false,false,Blended,Scoping/Troubleshooting,8.5,6,true,1.5,0.97,4.5,12,true,false,true,0.72,23,45
CASE-100926,2025-01-21T16:00:00.000Z,2025-02-01T22:25:41.571Z,11.27,Sev-C,Identity,Configuration,Low,High,false,false,Scoping,Scoping/Troubleshooting,0.3,3,true,5.1,0.84,5,12,true,false,false,0.53,16,38
CASE-100927,2025-03-18T20:00:00.000Z,2025-03-23T07:44:48.535Z,4.49,Sev-B,Collaboration,Performance,Low,Low,false,false,Routing,Scoping/Troubleshooting,0.3,7,true,3.3,0.87,4,8,true,false,false,0.43,14,61
CASE-100928,2025-04-18T14:00:00.000Z,2025-05-13T23:42:47.075Z,25.4,Sev-D,Compute,Outage,High,High,false,false,Knowledge,Creation,8.6,2,true,0.8,0.96,4.7,18,false,false,true,0.7,24,27
CASE-100929,2025-01-22T21:00:00.000Z,2025-01-31T00:19:10.087Z,8.14,Sev-C,Compute,Outage,High,Low,false,false,Scoping,Closure,1.3,7,true,5.5,0.85,5,12,true,false,false,0.4,20,16
CASE-100930,2024-12-29T09:00:00.000Z,2025-01-19T00:11:46.069Z,20.63,Sev-D,Networking,Outage,High,Low,true,false,None,,,3,,7.2,0.71,3.5,18,false,false,false,0.63,16,68
CASE-100931,2024-09-18T11:00:00.000Z,2024-10-01T04:25:35.059Z,12.73,Sev-B,Collaboration,Feature Gap,Medium,High,true,false,Scoping,Scoping/Troubleshooting,8.4,3,true,3.4,1,3,8,false,false,false,0.58,17,39
CASE-100932,2025-01-14T03:00:00.000Z,2025-02-05T21:08:23.641Z,22.76,Sev-C,Data Platform,Outage,High,Medium,false,false,None,,,1,,7.4,0.88,3.5,12,false,false,false,0.62,11,54
CASE-100933,2025-04-30T23:00:00.000Z,2025-05-12T04:50:29.557Z,11.24,Sev-C,Security,Configuration,Medium,Medium,false,false,Blended,Creation,9.5,2,true,5.2,0.91,4.5,12,true,false,true,0.72,6,45
CASE-100934,2024-12-23T03:00:00.000Z,2025-01-06T02:53:39.491Z,14,Sev-A,Collaboration,Feature Gap,High,High,false,false,Blended,Scoping/Troubleshooting,3.5,3,true,6.7,1,4,5,false,false,true,0.9,15,21
CASE-100935,2024-12-05T10:00:00.000Z,2024-12-24T05:05:45.571Z,18.8,Sev-C,Security,How-To,Medium,High,false,false,CaseHealth,Creation,13.8,7,false,0.9,0.67,2.7,12,false,false,false,0.5,22,35
CASE-100936,2024-04-30T16:00:00.000Z,2024-05-16T13:08:27.739Z,15.88,Sev-C,Compute,Feature Gap,Low,High,false,false,Knowledge,Closure,8,3,false,3.8,0.74,3.2,12,false,true,true,0.55,18,29
CASE-100937,2024-09-11T13:00:00.000Z,2024-09-18T13:32:17.948Z,7.02,Sev-C,Security,Outage,Medium,Low,false,true,Blended,Creation,6.4,3,false,7.1,0.66,3.3,12,true,true,false,0.49,11,10
CASE-100938,2024-09-07T22:00:00.000Z,2024-09-24T08:16:15.954Z,16.43,Sev-B,Collaboration,Bug,Medium,High,false,false,Routing,Closure,1.8,2,true,4,0.8,4.9,8,false,false,false,0.33,10,22
CASE-100939,2024-09-01T09:00:00.000Z,2024-09-12T15:02:39.519Z,11.25,Sev-C,Compute,Feature Gap,Low,Medium,false,false,CaseHealth,Closure,10,6,true,2.4,0.95,4.3,12,true,false,true,0.73,4,8
CASE-100940,2024-04-03T17:00:00.000Z,2024-04-15T00:20:51.278Z,11.31,Sev-C,Data Platform,Outage,Medium,Low,false,true,Routing,Creation,5.9,5,true,4.9,0.8,4.5,12,true,false,false,0.45,14,58
CASE-100941,2024-04-14T18:00:00.000Z,2024-04-24T23:10:08.599Z,10.22,Sev-C,Data Platform,How-To,High,Low,false,false,Scoping,Creation,9.3,3,true,4.1,0.85,4.6,12,true,false,true,0.78,18,57
CASE-100942,2024-03-22T18:00:00.000Z,2024-04-10T05:52:13.537Z,18.49,Sev-B,Identity,Configuration,High,Medium,false,false,None,,,1,,7.1,1,4.1,8,false,false,false,0.48,4,75
CASE-100943,2024-03-18T07:00:00.000Z,2024-04-01T23:40:14.155Z,14.69,Sev-C,Collaboration,Feature Gap,Low,High,false,false,None,,,3,,7.8,0.76,4.6,12,false,false,true,0.7,15,16
CASE-100944,2024-05-08T17:00:00.000Z,2024-05-16T05:28:22.058Z,7.52,Sev-A,Compute,Outage,High,Medium,false,false,Scoping,Scoping/Troubleshooting,11.4,5,true,3.6,0.9,4.7,5,false,false,false,0.32,11,21
CASE-100945,2025-05-01T07:00:00.000Z,2025-05-15T23:52:02.703Z,14.7,Sev-B,Storage,Bug,Medium,Medium,true,false,Scoping,Scoping/Troubleshooting,7.3,4,false,6,0.73,3.8,8,false,false,false,0.4,23,52
CASE-100946,2024-03-03T06:00:00.000Z,2024-03-18T19:45:39.345Z,15.57,Sev-C,Collaboration,Performance,Low,High,true,false,Knowledge,Closure,3.5,3,true,2.9,0.99,4.2,12,false,false,false,0.28,9,71
CASE-100947,2024-12-27T16:00:00.000Z,2025-01-03T07:40:53.733Z,6.65,Sev-A,Security,Bug,Medium,Low,false,false,Routing,Scoping/Troubleshooting,3.4,8,false,2.9,0.79,4.1,5,false,false,true,0.56,21,73
CASE-100948,2025-05-10T02:00:00.000Z,2025-05-30T09:40:56.260Z,20.32,Sev-C,Networking,How-To,Medium,High,false,false,CaseHealth,Creation,1.5,3,true,4.4,0.86,3.3,12,false,false,true,0.94,10,52
CASE-100949,2024-11-14T02:00:00.000Z,2024-12-06T19:34:12.927Z,22.73,Sev-D,Security,Bug,High,Medium,false,false,CaseHealth,Closure,0.6,6,true,6.2,0.88,4.2,18,false,false,false,0.37,18,15
CASE-100950,2024-12-24T18:00:00.000Z,2025-01-13T01:40:27.752Z,19.32,Sev-A,Storage,How-To,High,High,false,false,None,,,1,,3.9,0.92,3.4,5,false,false,true,0.68,18,63
CASE-100951,2024-04-15T17:00:00.000Z,2024-05-06T18:00:04.127Z,21.04,Sev-D,Data Platform,Outage,High,Low,false,false,Knowledge,Scoping/Troubleshooting,13.7,6,true,3.3,0.91,3,18,false,false,true,0.72,21,54
CASE-100952,2024-07-31T22:00:00.000Z,2024-08-01T15:23:51.197Z,0.72,Sev-A,Data Platform,Bug,Low,Low,false,false,Knowledge,Scoping/Troubleshooting,7,7,false,6.5,0.81,3.9,5,true,false,true,0.64,10,5
CASE-100953,2025-01-25T22:00:00.000Z,2025-02-09T05:32:17.048Z,14.31,Sev-C,Networking,Outage,Medium,Low,false,false,None,,,2,,7.1,0.88,4,12,false,false,false,0.44,17,8
CASE-100954,2024-02-15T11:00:00.000Z,2024-02-23T17:57:40.475Z,8.29,Sev-A,Data Platform,Outage,Medium,Medium,false,false,Scoping,Scoping/Troubleshooting,14.3,5,true,4.2,1,4.2,5,false,true,true,0.44,8,63
CASE-100955,2024-09-25T03:00:00.000Z,2024-10-26T02:09:40.690Z,30.97,Sev-D,Identity,Configuration,High,High,false,false,CaseHealth,Closure,4.8,2,true,3.7,0.96,4.2,18,false,false,false,0.61,3,41
CASE-100956,2025-03-08T02:00:00.000Z,2025-03-12T01:15:40.279Z,3.97,Sev-A,Networking,Configuration,Low,Medium,false,false,Routing,Closure,2.9,8,true,3.6,0.88,4,5,true,false,true,0.57,3,55
CASE-100957,2024-05-21T18:00:00.000Z,2024-06-07T07:38:01.635Z,16.57,Sev-C,Compute,How-To,High,Low,false,false,Routing,Creation,7.1,5,true,4.2,0.95,4.7,12,false,false,false,0.26,9,20
CASE-100958,2024-11-23T03:00:00.000Z,2024-12-08T18:36:14.434Z,15.65,Sev-D,Collaboration,Performance,Low,Medium,false,false,Knowledge,Scoping/Troubleshooting,16.5,7,true,7,0.87,4.9,18,true,true,true,0.78,15,12
CASE-100959,2024-05-24T03:00:00.000Z,2024-06-04T11:02:11.210Z,11.33,Sev-C,Storage,Configuration,Medium,Medium,false,false,Routing,Creation,7.7,5,true,5.2,0.88,4.7,12,true,false,false,0.47,13,26
CASE-100960,2025-02-18T20:00:00.000Z,2025-03-12T02:26:53.899Z,21.27,Sev-D,Identity,Performance,Low,High,false,false,None,,,3,,10.3,0.76,3.3,18,false,false,false,0.28,10,40
CASE-100961,2024-10-12T10:00:00.000Z,2024-10-26T12:56:33.378Z,14.12,Sev-C,Networking,How-To,Low,Medium,false,false,Routing,Closure,4.7,6,true,3.5,0.98,4.2,12,false,false,true,0.8,20,45
CASE-100962,2024-02-16T11:00:00.000Z,2024-02-22T17:27:00.433Z,6.27,Sev-C,Identity,Configuration,Low,Low,false,false,Blended,Creation,4.9,7,true,5.4,0.99,4,12,true,false,true,0.84,9,45
CASE-100963,2024-11-02T23:00:00.000Z,2024-11-19T01:31:10.288Z,16.1,Sev-C,Compute,Bug,Medium,Medium,false,false,Routing,Closure,6.6,8,true,3,0.92,4.1,12,false,false,false,0.24,6,62
CASE-100964,2024-11-15T11:00:00.000Z,2024-12-05T15:50:13.236Z,20.2,Sev-B,Compute,Outage,Medium,High,false,false,None,,,3,,5.5,0.92,3.4,8,false,false,false,0.27,13,18
CASE-100965,2024-12-13T16:00:00.000Z,2025-01-11T12:24:06.616Z,28.85,Sev-D,Collaboration,Bug,High,High,true,false,None,,,1,,5.3,0.85,3.4,18,false,false,false,0.43,22,44
CASE-100966,2024-01-20T02:00:00.000Z,2024-01-31T06:24:00.428Z,11.18,Sev-B,Identity,Performance,High,High,false,false,Blended,Creation,0.1,3,true,2.6,0.9,4.2,8,false,false,true,0.89,20,52
CASE-100967,2024-03-09T18:00:00.000Z,2024-03-23T01:33:06.463Z,13.31,Sev-A,Security,Feature Gap,High,Low,false,false,Knowledge,Creation,6,6,true,1.4,0.86,3.6,5,false,false,true,0.69,19,14
CASE-100968,2025-04-14T14:00:00.000Z,2025-04-26T18:29:11.368Z,12.19,Sev-C,Storage,Bug,Low,Low,false,false,Routing,Scoping/Troubleshooting,2.2,3,true,0.2,0.77,4.3,12,false,false,false,0.8,19,59
CASE-100969,2024-08-25T06:00:00.000Z,2024-09-13T16:50:07.660Z,19.45,Sev-D,Storage,Outage,Medium,Low,false,false,None,,,2,,4.6,0.9,3.7,18,false,false,true,0.7,10,40
CASE-100970,2024-06-06T07:00:00.000Z,2024-06-11T21:45:13.499Z,5.61,Sev-C,Storage,Feature Gap,Low,Medium,false,false,Scoping,Creation,8.8,8,true,0.2,0.95,4.1,12,true,true,false,0.25,16,27
CASE-100971,2025-02-15T21:00:00.000Z,2025-03-02T19:42:45.770Z,14.95,Sev-A,Networking,Feature Gap,High,Medium,true,false,Knowledge,Closure,3.7,7,true,7.7,0.84,5,5,false,false,true,0.77,15,48
CASE-100972,2024-06-14T06:00:00.000Z,2024-07-01T02:44:33.275Z,16.86,Sev-C,Identity,Feature Gap,Medium,Medium,false,false,None,,,3,,2.7,0.99,3.6,12,false,false,false,0.23,8,19
CASE-100973,2024-08-02T22:00:00.000Z,2024-08-21T16:52:36.533Z,18.79,Sev-C,Networking,Feature Gap,Medium,High,false,false,Blended,Scoping/Troubleshooting,8.2,5,true,6.3,1,3.4,12,false,false,true,0.89,18,33
CASE-100974,2025-04-09T02:00:00.000Z,2025-04-18T07:54:39.638Z,9.25,Sev-B,Compute,Bug,Medium,Low,false,false,None,,,2,,6.7,0.67,4,8,false,false,false,0.35,17,48
CASE-100975,2024-06-01T00:00:00.000Z,2024-06-15T09:24:27.628Z,14.39,Sev-C,Storage,Outage,Low,Medium,false,false,Routing,Closure,11.8,6,true,2,0.91,3.2,12,false,false,false,0.39,12,60
CASE-100976,2024-04-06T08:00:00.000Z,2024-04-22T17:49:52.386Z,16.41,Sev-B,Identity,How-To,High,Low,true,false,None,,,1,,8.2,0.86,3.5,8,false,false,false,0.51,7,16
CASE-100977,2024-04-25T17:00:00.000Z,2024-05-04T10:29:56.880Z,8.73,Sev-B,Compute,Bug,Medium,Medium,false,false,Scoping,Scoping/Troubleshooting,3.4,3,true,2.8,0.99,3.9,8,false,false,true,0.85,22,70
